Sentence,Words,Template,Keywords,Slope_F1A,Inflection_F1A,Screening_F1A,Screening_F1P,Screening_F1V,Screening_F2A,Screening_F2P,Screening_F2V,Screening_M1A,Screening_M1P,Screening_M1V,Screening_M2A,Screening_M2P,Screening_M2V,Naturalness,Discomfort,Responses
496,I efteråret vil de producere endnu flere møbler,6,"efteråret, producere, møbler",11.57813862,0.247729179,1,1,1,1,1,0,1,1,1,1,1,1,6.86,0,14
497,De skal formidle deres pointer til vælgerne,7,"formidle, pointer, vælgerne",27.70859767,-1.319420296,1,1,1,1,1,1,1,1,1,1,1,1,6,0,14
498,Han insisterer på at vi snart indleder festen,8,"insisterer, indleder, festen",105.5043835,0.165281964,1,1,1,1,1,0,1,1,1,1,1,1,5.86,0,14
499,Det var en redaktør som kæmpede mod afgifterne,9,"redaktør, kæmpede, afgifterne",12.5426557,0.474304164,1,1,1,1,1,1,1,1,1,1,1,1,5.33,0,15
500,Han studerede alle malerierne og portrætterne,10,"studerede, malerierne, portrætterne",18.52377965,-0.938885184,1,1,1,1,1,1,1,1,1,1,0,1,6.8,0,15
501,Der var nogle detaljer der undrede lektoren,1,"detaljer, undrede, lektoren",11.50162917,0.361901284,1,1,1,1,1,1,1,1,1,1,1,1,6.47,0,17
502,Man skal være stille når man spiser i børnehaven,2,"stille, spiser, børnehaven",13.31366971,2.609718728,1,1,1,1,1,1,1,1,1,1,0,1,6.76,1,17
503,Mange af vores beboere cykler faktisk hver dag,3,"beboere, cykler, dag",14.52421381,-1.012737576,1,1,1,1,1,1,1,1,1,1,1,1,6.81,0,16
504,De har opdaget hvordan man kan skærpe sit syn,4,"opdaget, skærpe, syn",12.15167319,3.03482211,1,1,1,1,1,1,1,1,0,1,1,1,5.82,0,17
505,Det er tvivlsomt at vi kan beholde vores butik,5,"tvivlsomt, beholde, butik",9.707702283,-0.014645924,1,1,1,1,1,1,1,1,1,1,1,1,4.71,0,17
506,På fredag skal jeg afløse vores næstformand,6,"fredag, afløse, næstformand",19.14364783,2.304507915,1,1,1,1,1,0,1,1,1,1,1,1,6.75,0,16
507,Vi solgte alle oplysningerne til en virksomhed,7,"solgte, oplysningerne, virksomhed",8.83175804,1.666051281,1,1,0,1,1,1,1,0,1,1,1,1,6.71,1,17
508,Hun understregede at vi skal smage på prøverne,8,"understregede, smage, prøverne",9.020805652,0.091589772,1,1,1,1,1,1,1,1,1,1,1,1,6.12,0,17
509,Det er bestyrelsesformanden som indførte det tiltag,9,"bestyrelsesformanden, indførte, tiltag",9.589787107,0.112036002,1,1,1,1,1,1,1,1,1,1,1,1,5.71,0,17
510,Vi vil gerne integrere teknologien i vores praksis,10,"integrere, teknologien, praksis",20.21315136,1.159289506,1,1,1,1,1,1,1,1,0,1,0,1,5.25,0,16
511,Der er mange dyr der fascinerer min lillesøster,1,"dyr, fascinerer, lillesøster",10.57425248,-0.470105061,1,1,1,1,1,1,1,1,1,1,1,1,6.38,0,8
512,Jeg var meget tilfreds da sæsonen sluttede,2,"tilfreds, sæsonen, sluttede",13.4322964,3.099840116,1,1,1,1,1,1,1,1,1,1,1,1,6.63,0,16
513,Vores chauffør havde ført os hen til kurset,3,"chauffør, ført, kurset",5.930401037,0.954368939,1,1,1,1,1,0,1,1,0,1,1,0,4.88,0,17
514,De påviste hvem der havde opfundet batteriet,4,"påviste, opfundet, batteriet",17.10543803,0.069777748,1,1,1,1,1,1,1,1,1,1,1,1,5,0,8
515,Det var dejligt at I ville finansiere begivenheden,5,"dejligt, finansiere, begivenheden",5.674281223,-1.82318407,1,1,1,1,1,1,1,0,1,1,1,0,6,0,17
516,Inden løbet skal man afholde sig fra at drikke,6,"løbet, afholde, drikke",8.309285169,-4.662315679,1,1,1,1,1,1,1,1,0,1,0,1,6.13,0,8
517,De ville udlevere en hel milliard til pensionisterne,7,"udlevere, milliard, pensionisterne",15.69256989,-0.025831224,1,1,1,1,1,0,1,1,1,1,1,1,6.13,0,16
518,De har røbet at de snart vil øge deres støtte,8,"røbet, øge, støtte",13.72453802,-2.193891195,1,1,1,1,1,1,1,1,1,1,1,1,6.31,0,16
519,Det var din præstation som inspirerede mestrene,9,"præstation, inspirerede, mestrene",7.454154839,-0.733216696,1,1,1,1,1,0,1,1,1,1,1,1,5.76,0,17
520,Han kender allerede mit navn og min alder,10,"kender, navn, alder",10.26204894,3.661606634,1,1,1,1,1,1,1,1,1,1,1,1,7,0,16
521,Der var nogle journalister der spredte oplysningerne,1,"journalister, spredte, oplysningerne",10.99328936,0.420952226,1,1,1,1,1,0,1,0,1,1,1,1,6.38,0,8
522,Hun er usikker fordi hun har glemt sin tale,2,"usikker, glemt, tale",9.677472195,1.289705891,1,1,1,1,1,0,1,1,1,1,1,1,5.53,0,15
523,Min hustru er lige kørt ind til vores forretning,3,"hustru, kørt, forretning",45.12169663,-0.205985053,1,1,1,1,1,1,1,1,1,1,0,1,5.6,0,15
524,De beslutter hvornår vi skal forstærke murene,4,"beslutter, forstærke, murene",11.4138021,-0.770845211,1,1,1,1,1,1,1,1,1,1,1,1,5.21,1,14
525,Det er glimrende at I har gemt alle billederne,5,"glimrende, gemt, billederne",14.59997233,-2.566009556,1,1,1,1,1,1,1,1,1,1,1,1,6.07,0,14
526,I februar kan vi igen opjustere vores forbrug,6,"februar, opjustere, forbrug",5.972690902,-0.903997803,1,1,1,1,1,1,1,1,0,1,1,1,5.75,0,8
527,Hun havde faktisk fået meget støtte fra folketinget,7,"fået, støtte, folketinget",30.08353765,1.73905853,1,1,1,1,1,0,1,1,1,1,1,1,5.79,0,14
528,Han kræver at vi påtager os hele ansvaret,8,"kræver, påtager, ansvaret",20.46143817,1.587832835,1,1,1,1,1,1,1,1,1,1,1,1,6.21,0,14
529,Det er jeres kartofler som forbrugerne foretrækker,9,"kartofler, forbrugerne, foretrækker",14.35974078,-1.751728865,1,1,0,1,1,1,1,1,1,1,1,1,5.53,0,15
530,Vi betragter egentlig deres udspil som en advarsel,10,"betragter, udspil, advarsel",10.93351278,-0.283267182,1,1,1,1,1,0,1,1,1,1,1,1,5.71,1,14
531,Der er en nyhed der snart rammer overskrifterne,1,"nyhed, rammer, overskrifterne",18.2612761,-1.566963523,1,1,1,1,1,0,0,1,1,1,1,0,5.07,0,14
532,Han var ret vred da han smed os ud af sin stue,2,"vred, smed, stue",19.11944246,0.275567903,1,1,1,1,1,1,1,1,1,1,0,1,6.64,1,14
533,De anerkendte altid jeres evner i parlamentet,3,"anerkendte, evner, parlamentet",10.63438726,1.040593519,1,1,1,1,1,1,1,1,1,1,1,0,5.29,0,14
534,Det afhænger af hvordan man tyder drømmen,4,"afhænger, tyder, drømmen",9.402822628,-2.258484653,1,1,1,1,1,1,1,1,1,1,1,1,6.14,0,14
535,Det var vidunderligt at hun havde født en pige,5,"vidunderligt, født, pige",16.60451564,-1.74961322,1,1,1,1,1,1,1,1,0,1,1,1,6.75,0,8
536,I vores kommune skal vi afvikle en konference,6,"kommune, afvikle, konference",13.05835032,-2.578545001,1,1,1,1,0,1,1,1,1,1,1,1,5.57,0,14
537,Ambassadøren kan sagtens skaffe dig en tilladelse,7,"ambassadøren, skaffe, tilladelse",33.46105744,3.407388434,1,1,1,1,1,1,1,1,1,1,1,1,6.29,1,14
538,Hun erklærede at hun ville leve med konsekvenserne,8,"erklærede, leve, konsekvenserne",12.0241167,-1.655601051,1,1,0,1,1,1,1,0,1,1,1,1,5.43,0,14
539,Det var en assistent som havde smurt fadene,9,"assistent, smurt, fadene",12.84397731,-0.718874809,1,1,1,1,1,1,1,1,0,1,1,1,5.25,0,8
540,Hovedpersonen drejede sig hurtigt og flygtede,10,"hovedpersonen, drejede, flygtede",13.48635861,1.250397394,1,1,1,1,1,1,1,1,1,1,1,1,5.36,0,14
541,Der var få elever der forbedrede deres gennemsnit,1,"elever, forbedrede, gennemsnit",22.79066295,0.13666435,1,1,1,1,1,1,1,1,0,1,1,1,5.94,0,16
542,Hun er omhyggelig når hun skal veje pakkerne,2,"omhyggelig, veje, pakkerne",8.175646764,-3.775831255,1,1,0,1,1,1,1,1,0,1,1,1,6.33,0,15
543,Journalisterne havde udtænkt mange spørgsmål,3,"journalisterne, udtænkt, spørgsmål",13.78410085,-0.206217424,1,1,1,1,1,1,1,1,1,1,1,1,6.38,0,8
544,Vi har oplevet hvordan de præsterer på banen,4,"oplevet, præsterer, banen",10.01568479,-1.733652438,0,1,1,1,1,1,1,1,1,1,1,1,6.25,0,8
545,Det er problematisk at I benytter vores udgang,5,"problematisk, benytter, udgang",22.53384209,0.108558297,1,1,1,1,0,1,1,1,0,1,1,1,6.13,0,16
546,I efteråret kan vi igen koncentrere os om driften,6,"efteråret, koncentrere, driften",11.41393314,0.612433257,1,1,1,1,1,1,1,1,1,1,1,1,5.29,0,14
547,Hun ville gerne give digterne en masse penge,7,"give, digterne, penge",11.36654086,-0.926696452,1,1,1,1,1,1,1,0,1,1,1,1,5.57,0,14
548,De regnede med at vi ville ankomme før premieren,8,"regnede, ankomme, premieren",12.71187407,-0.962580674,1,1,1,0,1,1,1,0,1,1,1,1,5.86,0,14
549,Det er hendes mand som ringede til en rådgiver,9,"mand, ringede, rådgiver",9.453925936,0.538632034,1,1,1,1,1,1,1,1,1,1,1,1,3.13,0,15
550,Vi vil alle gerne fremme dialog og forståelse,10,"fremme, dialog, forståelse",14.54809601,0.412112225,1,1,1,1,1,0,1,1,1,1,0,1,5.93,0,15
551,Der er mange danskere der glæder sig over fremgangen,1,"danskere, glæder, fremgangen",11.5500761,2.423703382,1,1,1,1,1,1,1,1,1,1,1,1,6.27,0,15
552,Han var nervøs fordi han havde skuffet sine fans,2,"nervøs, skuffet, fans",15.1564608,1.588256498,1,1,1,1,1,1,1,1,0,1,1,1,6,0,16
553,Vi søgte længe efter oplysningerne på biblioteket,3,"søgte, oplysningerne, biblioteket",12.22701735,0.693402326,1,1,1,1,1,1,1,1,1,1,0,1,6.53,0,15
554,Ledelsen bestemmer hvor meget vi må løfte,4,"ledelsen, bestemmer, løfte",24.06412918,0.925159125,1,1,1,1,1,1,1,1,1,1,1,1,5,0,15
555,Det var positivt at de havde overstået prøverne,5,"positivt, overstået, prøverne",9.009387701,0.065593955,1,1,0,1,1,1,1,1,0,1,1,1,5.93,0,14
556,I folkeskolen er der sket meget siden reformen,6,"folkeskolen, sket, reformen",11.50506971,1.544808359,1,1,1,1,1,1,1,1,0,1,1,1,6.14,0,14
557,Bestyrelsen har faktisk indstillet hende til en pris,7,"bestyrelsen, indstillet, pris",14.6959818,1.238136254,0,1,1,1,1,1,1,1,1,1,1,1,5.73,1,15
558,Jeg mærkede straks at hesten ville overleve,8,"mærkede, hesten, overleve",6.885938404,-2.644161319,1,1,0,1,1,1,1,1,1,1,0,1,4.93,0,15
559,Det var en analytiker som havde anmeldt koncernen,9,"analytiker, anmeldt, koncernen",33.20945751,-1.181812405,1,1,1,1,1,1,1,1,1,1,1,1,5.57,1,14
560,Man kan altid låne en telefon på vores skole,10,"låne, telefon, skole",21.35374317,0.573764929,1,0,1,1,1,1,1,0,1,1,1,1,6.27,0,15
561,Der var flere ændringer der skulle forebygge uheld,1,"ændringer, forebygge, uheld",8.827410895,-1.28771446,1,1,1,1,1,1,1,1,1,1,1,1,5.44,0,16
562,De er søde selvom vi igen har skubbet betalingen,2,"søde, skubbet, betalingen",13.05199054,-1.545027295,1,1,1,0,1,1,1,1,1,1,0,1,4.75,1,16
563,Hun traf selve generalsekretæren i en biograf,3,"traf, generalsekretæren, biograf",3.325205479,-1.016096679,1,1,1,1,1,1,1,1,1,1,0,1,4.81,1,16
564,De har skrevet hvor længe nummeret vil vare,4,"skrevet, nummeret, vare",15.98699585,-0.261023661,1,1,1,1,1,1,1,1,0,1,1,1,5.44,0,16
565,Det er ret skønt at sådan en farve kan opstå,5,"skønt, farve, opstå",17.33367183,0.20794335,1,1,1,1,0,1,1,1,1,1,1,1,4.75,0,8
566,Ifølge planen burde vi have tjent fire milliarder,6,"planen, tjent, milliarder",16.31171842,-0.662030556,1,1,1,1,1,1,1,1,1,1,0,1,6.69,0,16
567,En eller anden stjerne bad mig om noget kaffe,7,"stjerne, bad, kaffe",14.64786452,-0.033033239,1,1,1,1,1,1,1,1,1,1,1,1,4.5,0,16
568,Vi har før oplevet at de gemmer deres fjernsyn,8,"oplevet, gemmer, fjernsyn",14.21627502,1.255098069,1,1,1,1,1,1,1,1,1,1,1,0,4.75,1,16
569,Det er et resultat som kan ændre hele verden,9,"resultat, ændre, verden",32.10930731,1.026914943,1,1,1,1,1,1,1,1,1,1,1,1,6.69,1,16
570,Hun har vistnok hevet i hans fod eller hans ben,10,"hevet, fod, ben",25.83926713,-0.776134654,1,1,1,1,1,1,1,1,1,1,1,1,5.38,1,16
571,Der er en prins der har lejet min helikopter,1,"prins, lejet, helikopter",5.444397094,-1.439326939,1,1,1,1,1,1,1,1,1,1,1,0,4.13,0,8
572,Hun var træt fordi hun havde ventet længe på sin mor,2,"træt, ventet, mor",12.00412634,1.817129129,1,1,1,1,1,0,1,1,1,1,1,1,6.38,0,16
573,Min storebror har virkelig engageret sig i folkeskolen,3,"storebror, engageret, folkeskolen",15.08315104,3.71564409,1,1,1,1,1,1,1,1,1,1,1,1,6.63,0,8
574,De antydede hvordan vi kan slippe for reklamer,4,"antydede, slippe, reklamer",12.60804771,0.303607596,1,1,1,1,0,1,1,1,1,1,1,1,5.75,0,8
575,Det var udmærket at de kunne skaffe mere frugt,5,"udmærket, skaffe, frugt",9.534811644,-1.939111598,1,1,1,1,1,1,1,1,0,1,1,1,5.69,1,16
576,Ude på havet blæser det mere end på kanalen,6,"havet, blæser, kanalen",11.39644444,-0.36589971,1,1,1,1,1,1,1,1,0,1,1,1,5.56,0,16
577,Bestyrelsen havde involveret mig i deres hemmelighed,7,"bestyrelsen, involveret, hemmelighed",7.849116697,-1.034510933,1,1,1,1,1,1,1,1,1,1,1,1,6,0,16
578,Hun udtrykte tydeligt at hun ikke behøver betaling,8,"udtrykte, behøver, betaling",7.477398692,-3.032527123,1,1,1,1,1,1,1,1,1,1,1,1,4.94,1,16
579,Det var vores hund som havde lagt sig på sengen,9,"hund, lagt, sengen",12.10918588,0.824937228,1,1,1,1,1,1,1,1,0,1,1,1,6.06,0,16
580,De indtog store mængder kød under middagen,10,"indtog, kød, middagen",27.44873002,-0.483666782,1,1,1,1,1,1,1,1,0,1,1,1,6.31,0,16
581,Der var en skoleelev der savnede udfordringer,1,"skoleelev, savnede, udfordringer",12.50085985,-2.498678767,1,1,1,1,1,0,1,1,1,1,1,1,6.5,0,8
582,Vi er meget tilfredse selvom der mangler asier,2,"tilfredse, mangler, asier",7.702251055,1.561675926,1,1,1,1,1,0,1,1,1,1,1,1,5.59,1,17
583,Prinsen ville faktisk helst hvile sig på sit slot,3,"prinsen, hvile, slot",11.97153204,1.685323587,1,1,1,1,1,1,1,1,0,1,1,1,6,0,16
584,Vi diskuterer hvornår vi kan overtage jeres opgaver,4,"diskuterer, overtage, opgaver",10.68549725,1.725193754,1,1,1,1,1,1,1,1,1,1,1,1,6.13,2,16
585,Det er så heldigt at din mormor kan strikke,5,"heldigt, mormor, strikke",16.86590231,-0.549370451,1,1,1,1,1,1,1,1,1,1,1,1,6.88,0,8
586,I november skal jeg dokumentere mine udgifter,6,"november, dokumentere, udgifter",24.21898451,0.290960908,1,1,1,1,1,1,1,1,1,1,1,1,5.81,2,16
587,Min nabo overraskede mig ofte med sine ideer,7,"nabo, overraskede, ideer",21.57430692,0.338323572,1,1,1,1,1,1,1,1,1,1,1,1,6.25,0,16
588,Hun beklager sig over at vi skal sove på en båd,8,"beklager, sove, båd",10.52244288,-0.599437249,1,1,1,1,1,1,1,1,1,1,1,1,6.71,0,17
589,Det er en kvinde som skal afløse premierministeren,9,"kvinde, afløse, premierministeren",16.61890421,1.129453629,1,1,1,1,1,1,1,1,1,1,1,1,6.24,0,17
590,Han var stukket af med sin brud og sin formue,10,"stukket, brud, formue",14.12191039,-1.413252341,1,1,1,1,1,1,1,1,1,1,1,1,5.76,0,17
591,Der er nogle spillere der kan svække landsholdet,1,"spillere, svække, landsholdet",10.43435711,-1.868879359,1,1,1,1,1,1,1,1,1,1,1,1,6,0,16
592,Han var rolig fordi han havde fået en garanti,2,"rolig, fået, garanti",18.51750064,0.278569162,1,1,1,1,1,1,1,1,1,1,1,1,6.31,0,16
593,De har heldigvis udsat folkeafstemningen til juli,3,"udsat, folkeafstemningen, juli",7.575174608,-1.411645831,1,1,1,1,1,1,1,1,1,1,1,1,6.47,0,17
594,Hun vil regulere hvordan vi driver vores organisation,4,"regulere, driver, organisation",9.603294298,-1.500993332,1,1,1,1,1,1,1,1,0,1,1,1,6.12,1,17
595,Det var fantastisk at hun havde udarbejdet en teori,5,"fantastisk, udarbejdet, teori",6.074799445,0.626722156,1,1,1,1,1,1,1,1,1,1,1,1,6.18,1,17
596,I aften skal vi igen underholde alle tilskuerne,6,"aften, underholde, tilskuerne",17.664788,2.275111217,1,1,1,1,1,1,1,1,1,1,1,1,6.19,0,16
597,Jeg har netop købt en plante til mit ældste barn,7,"købt, plante, barn",19.09226754,0.991034091,1,1,1,1,1,0,1,1,1,1,1,1,6.75,0,16
598,Han formoder nok at vi modtager hans tilbud,8,"formoder, modtager, tilbud",29.93312531,-2.379546167,1,1,1,1,1,1,1,1,1,1,1,1,6,0,8
599,Det var en forfatter som talte om vores landsby,9,"forfatter, talte, landsby",17.09634588,0.511836545,1,1,1,1,1,0,1,1,1,1,1,0,6.38,0,16
600,Eksperterne har netop informeret os om udviklingen,10,"eksperterne, informeret, udviklingen",11.73268928,1.243135085,1,1,1,1,0,1,1,1,1,1,1,1,6.75,0,8
601,Der er mange kritikere der roser mine digte,1,"kritikere, roser, digte",22.06823897,-0.720483666,1,1,1,1,1,1,1,1,1,1,1,1,6,0,8
602,Hun var vred fordi hendes data var forsvundet,2,"vred, data, forsvundet",15.36230693,2.956316796,1,1,1,1,1,1,1,1,1,1,1,1,6.38,1,8
603,Formanden havde grinet meget af min forklaring,3,"formanden, grinet, forklaring",14.11713745,-1.1347233,1,1,1,1,1,1,1,1,1,1,1,1,5.88,0,8
604,Han har desværre glemt hvor han placerede sine nøgler,4,"glemt, placerede, nøgler",6.61360661,-1.954717986,1,1,1,1,1,1,1,1,1,1,1,1,3.88,0,8
605,Det var positivt at vælgerne straks reagerede,5,"positivt, vælgerne, reagerede",30.3713714,-0.354868687,1,1,1,1,1,1,1,1,1,1,1,1,6.22,0,9
606,Inden morgenmaden opholder han sig i sin have,6,"morgenmaden, opholder, have",27.05451619,-1.647975884,1,1,1,1,1,1,1,1,1,1,1,1,6.13,0,8
607,Fabrikken giver os stadigvæk et overskud,7,"fabrikken, giver, overskud",8.399219395,-3.439088859,1,1,1,1,1,1,1,0,1,1,0,0,6,0,9
608,Hun anslog at man kunne forlænge uddannelsen,8,"anslog, forlænge, uddannelsen",32.3447783,-1.083510119,1,1,1,1,1,0,1,0,1,1,1,1,4.33,0,9
609,Det var vores koncern som betalte for arrangementet,9,"koncern, betalte, arrangementet",18.88100435,0.276669247,1,1,1,1,1,1,1,1,1,1,1,1,6.13,0,8
610,Han måtte beholde både gaven og erstatningen,10,"beholde, gaven, erstatningen",20.43171882,-0.15186431,1,1,1,1,1,1,1,1,1,1,1,1,6,0,9
611,Der var to sangere der begge havde studeret litteratur,1,"sangere, studeret, litteratur",17.53263018,1.001083856,1,1,1,1,1,1,1,1,0,1,1,1,6,0,8
612,Han er professionel når han optager et interview,2,"professionel, optager, interview",8.361008897,3.689148894,1,1,1,1,0,1,1,1,1,1,0,1,5.88,0,8
613,Hendes kæreste vil modtage hende i lufthavnen,3,"kæreste, modtage, lufthavnen",14.97134334,0.936602065,1,1,1,1,1,0,1,1,1,1,1,1,4.89,0,9
614,Jeg noterede hvornår de havde truffet forfatteren,4,"noterede, truffet, forfatteren",23.72793123,-0.144200558,1,1,1,1,1,1,1,1,1,1,1,1,5,0,8
615,Det er naturligt at man varetager sine egne interesser,5,"naturligt, varetager, interesser",17.62656417,3.017794392,1,1,1,1,1,1,1,1,1,1,1,1,6.13,0,8
616,I vores have vil vi gerne dyrke flere gulerødder,6,"have, dyrke, gulerødder",13.11413335,-1.084626201,1,1,1,1,1,1,1,1,1,1,1,1,6.38,0,8
617,Vores analytikere kan rådgive jer om aktier,7,"analytikere, rådgive, aktier",14.0230838,-0.883372419,1,1,1,1,1,1,1,1,0,1,1,1,6.25,0,8
618,Hun taler altid om at man burde forbyde jagt,8,"taler, forbyde, jagt",9.950673714,1.879833343,1,1,1,1,1,0,1,1,0,1,0,1,6.63,0,8
619,Det er en kasse som kan rumme mange bøger,9,"kasse, rumme, bøger",18.07021942,-0.4412916,1,1,1,1,1,1,1,1,0,1,0,1,6,0,8
620,En eller anden har indleveret både et tv og et bord,10,"indleveret, tv, bord",18.00033722,-1.105787948,1,1,1,1,1,1,1,1,0,1,1,1,6.5,0,8
621,Der er få danskere der beklager sig over lovgivningen,1,"danskere, beklager, lovgivningen",13.87965552,1.014133859,1,1,1,1,1,0,1,1,0,1,1,1,5.67,0,9
622,De var nøjagtige når de dokumenterede resultaterne,2,"nøjagtige, dokumenterede, resultaterne",11.99388623,0.192028227,1,1,0,1,1,1,1,1,1,1,1,1,4.63,0,8
623,Vi skal overbevise ministeren med vores argumenter,3,"overbevise, ministeren, argumenter",10.87147544,0.493052959,1,1,1,1,1,1,1,1,1,1,1,1,5.88,0,8
624,Hun burde have lært hvordan man pakker en kuffert,4,"lært, pakker, kuffert",24.65827767,0.647169488,1,1,1,1,0,1,1,1,1,1,1,1,6.38,0,8
625,Det var sikkert tilfældigt at alle dyrene vågnede,5,"tilfældigt, dyrene, vågnede",16.81836446,1.005783952,1,1,1,1,1,1,1,1,1,1,1,1,5.75,0,8
626,På mandag kan vi allerede hente vores billetter,6,"mandag, hente, billetter",11.77283199,0.08480356,1,1,1,1,1,1,1,1,1,1,1,1,4.63,0,8
627,Mine forældre har igen sendt mig en artikel,7,"forældre, sendt, artikel",14.49216634,0.405742013,1,1,1,1,1,1,1,1,1,1,1,1,6.13,0,8
628,Han skønner at han kan fortsætte i tyve minutter,8,"skønner, fortsætte, minutter",9.387976743,-0.354531513,1,1,1,1,1,1,1,1,0,1,1,1,5.7,0,10
629,Det var bare varmen som havde udvidet træet,9,"varmen, udvidet, træet",17.10812862,-2.440726847,1,1,1,1,1,1,1,1,0,1,1,1,5.38,0,8
630,Han har fortjent sine rekorder og sine gevinster,10,"fortjent, rekorder, gevinster",17.67906665,0.970393889,1,1,1,1,1,1,1,1,0,1,1,1,5.25,0,8
631,Der var en hel del der efterlyste flere forbedringer,1,"del, efterlyste, forbedringer",15.05737343,-0.476108311,1,1,1,1,1,1,1,1,0,1,1,1,5.5,0,8
632,Hun er lidt flov fordi hun bankede i bordet,2,"flov, bankede, bordet",11.90563772,-0.752830808,1,1,1,1,1,1,1,1,1,1,1,1,5.11,0,9
633,Nogen har stillet en enorm sten nede ved kanalen,3,"stillet, sten, kanalen",7.510591936,-1.526793738,1,1,1,1,1,1,1,1,0,1,1,1,5.44,0,9
634,De overvejede hvornår de skulle besøge rådhuset,4,"overvejede, besøge, rådhuset",9.48472079,1.107107532,1,1,1,1,1,1,1,1,1,1,1,0,6.22,0,9
635,Det er muligt at man kan kontrollere sin fremtid,5,"muligt, kontrollere, fremtid",15.41638829,1.567490939,1,1,1,1,1,1,1,1,1,1,1,1,4.75,0,8
636,På onsdag skal jeg koncentrere mig om klubben,6,"onsdag, koncentrere, klubben",11.30311955,1.142547955,1,1,1,1,1,1,1,1,0,1,1,1,5.56,0,9
637,Han har baseret sin vurdering på de her informationer,7,"baseret, vurdering, informationer",19.04550564,-0.303840255,1,1,1,1,1,0,1,1,1,1,1,1,5.88,0,8
638,Det kan medføre at vi forlænger vores samarbejde,8,"medføre, forlænger, samarbejde",17.24829814,-0.02314972,1,1,1,1,1,1,1,1,1,1,1,1,5.13,0,8
639,Det er statsministeren som indkaldte til en konference,9,"statsministeren, indkaldte, konference",10.60612471,0.891286321,1,1,1,1,1,1,1,1,1,1,0,1,4.38,0,8
640,Katten havde selvfølgelig anbragt sig på min ryg,10,"katten, anbragt, ryg",12.89423002,-1.362912188,1,1,1,1,1,1,1,1,1,1,0,1,4.88,1,8
641,Der er ingen meningsmålinger der ryster finansministeren,1,"meningsmålinger, ryster, finansministeren",8.938243774,-4.151649629,1,1,1,1,1,0,1,1,1,1,0,1,6.25,0,8
642,Hun var rolig mens hun dansede med kongen,2,"rolig, dansede, kongen",9.376263857,-0.668224249,1,1,1,1,1,1,1,1,1,1,1,1,6.38,0,8
643,De vil bygge et stadion i nærheden af operaen,3,"bygge, stadion, operaen",9.495379837,0.502940001,1,1,1,1,1,1,1,1,1,1,1,1,6.88,0,8
644,Vi skal kigge på hvordan vi kan fastholde publikum,4,"kigge, fastholde, publikum",7.439650333,1.632530437,1,1,1,1,1,1,1,1,0,1,1,1,6.5,0,8
645,Det var utroligt at han kunne gribe alle æggene,5,"utroligt, gribe, æggene",12.39184905,-0.316316276,1,1,1,1,1,1,1,1,1,1,1,1,6,0,8
646,I næste uge skal de faktisk bo i vores landsby,6,"uge, bo, landsby",18.86955825,0.256005153,1,1,1,0,1,1,1,1,0,1,1,1,6.13,0,8
647,Jeg har allerede givet min mor en overraskelse,7,"givet, mor, overraskelse",19.01752761,0.424233102,1,1,1,1,1,1,1,1,0,1,1,1,6.63,0,8
648,Han accepterede at vi kogte lidt mere te til ham,8,"accepterede, kogte, te",9.940781224,-0.756041784,1,0,1,1,1,1,1,1,1,1,1,1,4.5,0,8
649,Det var en dansker som vandt sidste tirsdag,9,"dansker, vandt, tirsdag",15.74560764,1.694355365,1,1,1,1,0,0,1,1,1,1,0,1,6.13,0,8
650,Han havde kastet sin stol helt ud af rummet,10,"kastet, stol, rummet",10.36898639,1.356985283,1,1,1,1,1,1,1,1,1,1,1,0,5.25,1,8
651,Der var en leverandør der selv varetog al transport,1,"leverandør, varetog, transport",4.814536069,-0.089374958,1,1,1,1,1,1,1,1,1,1,1,1,5.13,0,8
652,Jeg bliver varm hvis jeg ligger længe på stranden,2,"varm, ligger, stranden",153.6563952,0.052508761,1,1,1,1,1,0,1,1,0,1,1,1,6.63,0,8
653,En af fotograferne løb simpelthen efter dronningen,3,"fotograferne, løb, dronningen",13.01663756,-1.105348359,1,1,1,1,1,1,1,1,0,1,0,1,6,1,8
654,Hun antydede kun hvilke aktier vi skulle frasælge,4,"antydede, aktier, frasælge",12.47652233,1.225106661,1,0,1,1,0,1,1,1,0,1,1,1,5,0,8
655,Det er helt centralt at vi forhindrer flere konflikter,5,"centralt, forhindrer, konflikter",9.236620321,1.298936522,1,1,1,1,1,1,1,1,1,1,1,1,6,0,8
656,I marts skal vi have formuleret vores strategi,6,"marts, formuleret, strategi",15.25342916,-0.888517609,1,1,1,1,1,1,1,1,1,1,0,1,5.5,0,8
657,Dit brev mindede mig om vores sommerferie,7,"brev, mindede, sommerferie",37.89335886,-0.859743178,1,1,1,1,1,1,1,1,1,1,1,1,6.88,0,8
658,De har glemt at de også skal overholde reglerne,8,"glemt, overholde, reglerne",34.92334156,1.321559884,1,1,1,1,1,1,1,1,0,1,1,1,6.13,1,8
659,Det er en retssag som kan knuse fagforeningen,9,"retssag, knuse, fagforeningen",27.75046314,-1.320279297,1,1,1,1,1,1,1,1,0,1,1,1,6.25,0,8
660,Han havde indrettet sig i et hus nede ved havnen,10,"indrettet, hus, havnen",21.97412452,0.252998578,1,1,1,1,1,1,1,1,1,1,1,1,6,0,8
661,Der er flere blade der har citeret min rapport,1,"blade, citeret, rapport",11.38801435,0.92921699,1,1,1,1,1,1,1,1,1,1,1,1,5.56,0,9
